,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
timestamp,Temperature,Temperature,Temperature,Relative Humidity,Relative Humidity,Relative Humidity,Wind Speed,Wind Speed,Wind Speed,Wind Direction Dominant
20190822T0000,12.070529,25.20053,19.211363,57.0,91.0,72375,1.835647,9.565437,4.21367,342.19073
20190823T0000,15.150529,27.520529,21.73303,48.0,87.0,67.916664,0.35999998,9.47012,4.728637,71.56504
20190824T0000,16.38053,26.940529,22.580114,50.0,89.0,67.708336,1.9386592,8.647496,4.856386,91.7899
20190825T0000,17.30053,28.920528,23.575111,37.0,81.0,58.583332,1.1384199,5.3999996,3.578502,117.3777
20190826T0000,18.500528,29.530529,24.15178,37.0,75.0,56.166668,3.319036,8.404285,5.508164,107.41796
20190827T0000,17.54053,30.55053,24.68595,39.0,74.0,54.708332,0.0,9.885262,5.0992227,137.34927
20190828T0000,22.57053,30.63053,26.398447,38.0,68.0,54.083332,2.5959969,9.511088,6.427492,223.29019
20190829T0000,21.750528,28.750528,24.612612,50.0,71.0,61.333332,2.0991426,12.682018,5.4566054,224.65692
20190830T0000,19.330528,28.530529,24.023445,49.0,80.0,65.416664,2.8116899,12.429127,5.5389366,39.96805
20190831T0000,17.97053,30.54053,24.483864,38.0,86.0,62.458332,0.71999997,10.086427,6.385882,175.30931
20190901T0000,17.750528,25.600529,21.68386,49.0,75.0,62125,3.319036,17.811815,9.537688,292.31003
20190902T0000,13.780529,21.160528,17.66803,47.0,84.0,69875,4.6800003,19.083395,9.884427,18.865738
20190903T0000,11.140529,23.47053,17.842196,38.0,86.0,61.541668,1.08,5.904439,4.356893,72.70754
20190904T0000,14.590529,25.73053,19.66553,39.0,70.0,55.5,1.5273507,17.106628,6.8036995,233.63342
20190905T0000,13.3005295,19.940529,16.209694,43.0,88.0,61.041668,6.28713,19.826164,12.521736,325.62335
20190906T0000,9.460529,19.06053,15.126779,55.0,81.0,65.458336,4.8433046,18.228943,9.967761,347.7824
20190907T0000,12.650529,20.670528,16.853863,32.0,74.0,54.166668,2.2768397,16.45007,8.066322,282.1443
20190908T0000,11.180529,14.670529,12.805112,68.0,93.0,78.0,9.47012,18.079027,14.432822,299.3747
20190909T0000,10.460529,17.98053,14.138446,47.0,84.0,64.916664,1.8,16.676977,9.694708,271.2284
20190910T0000,10.8005295,21.97053,16.23178,42.0,76.0,62.0,0.0,12.904882,8.916402,48.428345
20190911T0000,11.910529,21.500528,16.942612,48.0,79.0,60.666668,0.71999997,12.55879,5.9199347,277.10062
20190912T0000,15.060529,24.920528,20.044281,35.0,61.0,47.5,0.8049845,6.489992,4.350976,202.0679
20190913T0000,16.22053,25.64053,20.577614,49.0,79.0,62375,1.609969,16.09969,6.5661087,3.255005
20190914T0000,14.780529,26.510529,20.718029,53.0,96.0,73125,0.8049845,9.19939,4.4240503,79.745834
20190915T0000,15.170529,28.360529,22.15178,49.0,91.0,69.708336,1.835647,10.594036,6.5087323,190.52779
20190916T0000,18.510529,28.430529,23.29136,44.0,84.0,62875,1.1384199,15.629972,6.737243,268.37503
20190917T0000,13.460529,22.71053,18.49553,57.0,81.0,68.5,1.609969,18.448023,10.597703,337.53882
20190918T0000,8.420529,21.110529,14.053029,40.0,93.0,65.958336,1.5273507,13.049689,6.680519,24.120972
20190919T0000,5.290529,20.05053,12.045945,32.0,83.0,60.458332,0.0,19.353138,8.598135,51.83171
20190920T0000,5.5305285,20.850529,13.045531,27.0,75.0,53.708332,0.71999997,19.06301,10.459313,103.99145
20190921T0000,9.180529,24.12053,16.506779,38.0,72.0,56875,4.0249224,17.477621,11.260723,111.86009
20190922T0000,12.810529,25.750528,19.385946,47.0,82.0,65875,2.8799999,34.292713,10.7996025,202.50352
20190923T0000,13.630529,19.780529,15.901779,50.0,90.0,71.333336,4.3349743,23.084955,13.722497,261.88013
20190924T0000,10.350529,19.31053,15.491363,53.0,82.0,72375,3.8939953,18.844202,10.16818,168.9028
20190925T0000,13.790529,18.63053,15.917195,50.0,80.0,66375,9.904906,23.893261,16.472494,252.4176
20190926T0000,14.170529,21.520529,17.663862,58.0,83.0,70.916664,6.1305785,24.251284,15.290298,248.91832
20190927T0000,13.170529,22.15053,17.409279,52.0,78.0,69.083336,7.386582,26.6327,15.439729,255.55135
20190928T0000,11.850529,19.82053,15.726363,46.0,83.0,64.5,7.10031,23.0653,14.774352,253.65019
20190929T0000,11.360529,25.990528,18.65803,26.0,75.0,51.958332,5.904439,32.902103,17.987123,239.67973
20190930T0000,13.430529,20.270529,16.882612,42.0,82.0,63.708332,2.968636,30.811037,17.574398,270.2276
20191001T0000,12.780529,24.240528,17.657614,46.0,92.0,63.333332,3.7585104,28.137632,12.332723,259.2523
20191002T0000,9.710529,15.590529,13.423863,70.0,86.0,78625,5.8603754,26.476522,17.762863,280.59106
20191003T0000,5.6205287,14.660529,10.353863,41.0,90.0,64.791664,0.0,8.473393,4.414344,355.65256
20191004T0000,7.8805285,14.720529,11.972195,60.0,81.0,69.458336,2.7416782,28.1169,13.280477,239.58893
20191005T0000,11.400529,14.450529,12.874279,75.0,91.0,82.75,2.1897945,22.691425,15.163917,264.8999
20191006T0000,10.730529,16.97053,13.652195,67.0,93.0,81.916664,0.0,27.609911,11.190112,258.6354
20191007T0000,8.8005295,15.450529,11.604279,63.0,87.0,76.708336,4.8433046,16.87398,9.697875,260053
20191008T0000,8.430529,22.63053,15.69678,50.0,83.0,67.333336,0.8049845,25.959969,9.17106,228.40784
20191009T0000,10.980529,15.740529,12.849278,57.0,87.0,75875,6.792466,30.158459,18.798147,247.60428
20191010T0000,8.730529,15.780529,12.021778,54.0,81.0,70.166664,7.754637,27.086262,18.492039,253.20436
20191011T0000,7.9105287,19.97053,14.182197,51.0,77.0,61.541668,2.5455842,10.587917,7.3313255,114.102234
20191012T0000,10.630529,23.45053,17.865528,52.0,75.0,64375,1.8,17.174677,8.482829,146.66739
20191013T0000,12.770529,26.39053,19.267614,37.0,89.0,63.333332,7.42159,18.678415,11.962166,141.87083
20191014T0000,13.600529,25.920528,18.301363,31.0,83.0,63.666668,3.8939953,19.966211,11.040822,121.67546
20191015T0000,10.080529,17.88053,13.356364,58.0,88.0,75.708336,8.854829,29.427658,18.347494,218.51508
20191016T0000,7.2405286,18.48053,12.986779,41.0,84.0,62.916668,1.8,12.819235,8.0948925,151.04623
20191017T0000,12.420529,21.45053,16.40803,46.0,79.0,60.291668,3.219938,17.884428,10.35398,191.10384
20191018T0000,13.510529,19.330528,16.196363,53.0,89.0,72.333336,2.9024127,26.208397,11.807715,204.96573
20191019T0000,12.830529,18.07053,14.772613,67.0,94.0,85.5,1.8,28.79325,12.884117,133.69803
20191020T0000,11.230529,22.780529,17.060114,56.0,93.0,74.416664,3.4152596,19.966211,13.38474,117.06526
20191021T0000,11.660529,17.23053,14.931362,61.0,94.0,81.041664,0.35999998,13.684735,7.2216167,318.7664
20191022T0000,12.500529,18.940529,14.795531,73.0,97.0,89.416664,0.71999997,13.661038,4.7032475,333.86902
20191023T0000,11.530529,21.830528,15.579696,55.0,94.0,78625,1.2979984,19.66536,10.9924345,105.485725
20191024T0000,12.880529,19.020529,15.995114,62.0,80.0,70.416664,3.396233,25.671307,10.012437,248.32535
20191025T0000,11.960529,18.020529,14.601363,58.0,81.0,70.5,1.2979984,10.587917,5.7831287,250.89552
20191026T0000,8.710529,21.280529,15.332612,53.0,86.0,68.916664,0.35999998,11.440978,6.6806107,115.43929
20191027T0000,12.530529,20.330528,15.801362,57.0,93.0,69.791664,2.9024127,16.981165,9.814681,322.76517
20191028T0000,6.6505284,12.3005295,9.118862,86.0,94.0,90.708336,0.71999997,15.03835,8.204068,328.00665
20191029T0000,8.3005295,10.830529,9.578446,82.0,93.0,87.708336,0.0,11.966953,4.6185784,15.412231
20191030T0000,8.820529,10.590529,9.782613,75.0,92.0,83.0,1.484318,16.676977,8.893714,106.126396
20191031T0000,8.260529,14.900529,10.55553,67.0,91.0,79.291664,1.1384199,18.692286,10.830677,106.896645
20191101T0000,7.6705284,17.32053,12.409696,60.0,90.0,76.833336,3.96,24.703974,10.170375,180.85255
20191102T0000,12.140529,18.020529,14.997612,58.0,81.0,71.541664,7.145796,26.486313,18.478426,223.01547
20191103T0000,9.8005295,15.080529,11.870946,63.0,93.0,77.916664,3.96,34.875435,17.284882,212.63405
20191104T0000,7.7205286,14.870529,11.195946,56.0,80.0,69.458336,10.787993,29.620802,22.041216,246.8693
20191105T0000,6.1605287,13.110529,9.663445,57.0,88.0,73.541664,2.0364676,13.708391,7.102543,174.88268
20191106T0000,7.0505285,10.640529,9.01678,67.0,89.0,75.833336,2.52,19.083395,10.280076,246.3076
20191107T0000,3.5305285,10.270529,7.1596947,59.0,91.0,73.916664,2.9024127,26.42753,12.227284,170.31448
20191108T0000,4.8805285,7.5005283,6.0226116,79.0,90.0,82.583336,1.1384199,15.778518,8.03707,119.91136
20191109T0000,2.8205285,9.630529,6.1471953,56.0,86.0,75.0,0.8049845,16.981165,7.3116345,248.28806
20191110T0000,0.32052866,9.900529,5.003446,58.0,91.0,75.0,2.3051248,10.799999,7.0163903,87.99546
20191111T0000,1.9705287,9.630529,5.806362,57.0,86.0,75.333336,1.9386592,24.144165,6.3415027,216.94818
20191112T0000,2.5905285,9.720529,5.720529,53.0,85.0,71.75,3.6,28.594517,14.523459,250.45187
20191113T0000,2.0605285,8.160529,4.8484445,59.0,95.0,77.5,4.0249224,18.089775,9.283013,248.12987
20191114T0000,1.2705287,10.130529,5.5884457,42.0,88.0,61.583332,2.6208394,17.826363,11.304844,111.85882
20191115T0000,3.8905284,10.5505295,6.344696,50.0,83.0,69.583336,1.1384199,14.264361,6.331936,287.03015
20191116T0000,3.5605285,9.310529,5.335528,66.0,83.0,73.458336,0.35999998,11.480557,5.1606913,134.21158
20191117T0000,1.5705286,4.3305287,2.825112,78.0,93.0,85.25,1.8,21.578989,10.765016,260.26193
20191118T0000,1.2205287,6.5005283,4.150945,69.0,87.0,77.833336,6.130579,30.432245,19.756376,242.42407
20191119T0000,1.1905286,7.6005287,4.389695,69.0,90.0,81.166664,0.5091169,15.978486,6.530216,11.129181
20191120T0000,2.2405286,8.970529,5.0496955,65.0,91.0,80.666664,0.71999997,15.034041,7.438062,99.5814
20191121T0000,1.4205287,10.870529,5.749279,61.0,95.0,80125,1.2979984,12.245293,6.984163,111.03751
20191122T0000,3.1905286,11.210529,6.837195,55.0,89.0,73.916664,4.829907,21.096123,13.630303,112.51194
20191123T0000,3.6305285,14.780529,8.150945,54.0,88.0,73.416664,1.8,16.78156,7.614626,103.64795
20191124T0000,5.1405287,12.260529,8.503445,66.0,92.0,75.916664,1.8,9.3876505,5.7105045,257.21655
20191125T0000,7.2805285,11.5505295,9.242614,70.0,92.0,81.541664,0.35999998,7.928178,3.2541752,176.58342
20191126T0000,5.9305286,14.820529,10.362195,60.0,96.0,77.166664,3.219938,11.304229,6.6844687,134.89713
20191127T0000,6.1005287,12.870529,10.426362,64.0,96.0,75.166664,8.287822,29.46287,21.765474,219.31508
20191128T0000,8.880529,11.770529,9.942613,62.0,81.0,73.541664,19.878391,31.76375,25.307417,248.48991
20191129T0000,5.3305287,10.340529,8.493446,74.0,90.0,82.458336,8.089993,28.988384,21.707037,271.94897
20191130T0000,3.2105286,7.4905286,4.824695,62.0,95.0,77.416664,2.16,18.289274,10.927456,94.90188
20191201T0000,2.5305285,5.3505287,3.7317784,67.0,93.0,78.166664,1.0182338,24.967499,9.151323,89.03875
20191202T0000,-0.7494713,6.4605284,2.7076123,62.0,91.0,80.75,2.4149535,16.65754,10.24685,344.01154
20191203T0000,-1.9494714,6.3005285,1.210112,58.0,93.0,77.0,0.35999998,9.904906,4.0013523,69.17144
20191204T0000,-2.4094715,6.4705286,1.098862,56.0,89.0,76.833336,0.35999998,15.725037,5.925222,100.4858
20191205T0000,0.53052866,6.3705287,3.6101115,56.0,83.0,66.458336,0.0,8.225035,4.7853637,114.45953
20191206T0000,2.0505285,10.360529,5.5096955,46.0,74.0,64.166664,1.4399999,23.4,8.41793,138.91158
20191207T0000,4.7105284,10.400529,8.443445,56.0,85.0,75.791664,7.491114,30.147717,16.970545,256.9105
20191208T0000,3.8305285,14.400529,9.321362,56.0,85.0,70.333336,8.049845,37.806854,17.552805,231.4633
20191209T0000,4.8605285,8.460529,6.9692783,64.0,83.0,73.5,25.762016,42.645947,34.39244,257.25153
20191210T0000,-1.1094713,6.0605288,2.954695,65.0,82.0,75.083336,2.1897945,25.683926,10.728124,305.67642
20191211T0000,-0.6794713,6.8605285,3.7538621,66.0,81.0,74.333336,3.4152596,27.607563,11.096509,191.18176
20191212T0000,2.2805285,5.8905287,3.798445,46.0,85.0,69.458336,6.6087217,24.863468,17.289646,235.10503
20191213T0000,3.2405286,6.7205286,5.253029,67.0,85.0,77.0,22.027763,46.092655,35.766647,254.20557
20191214T0000,3.6705287,10.190529,7.650112,63.0,82.0,74.25,9.290511,37.114933,25.460442,246.90085
20191215T0000,9.660529,14.030529,11.812196,60.0,76.0,67.208336,7.9932976,37.107944,21.93657,233.32428
20191216T0000,3.9105287,12.910529,8.685946,56.0,96.0,74.5,7.24486,22.38378,15.083507,120.05789
20191217T0000,5.8305287,13.090529,8.540946,68.0,96.0,79.166664,8.534353,21.749483,13.907418,114.00666
20191218T0000,7.7605286,15.370529,10.639697,60.0,83.0,72.833336,8.373386,18.359999,12.204426,118.393005
20191219T0000,3.5805285,12.590529,7.3930297,63.0,90.0,78625,8.287822,19.469975,12.683423,115.313705
20191220T0000,2.7105286,13.140529,7.5513616,57.0,96.0,78625,6.297428,25.133053,14.482217,159.51663
20191221T0000,2.6505284,10.030529,6.5830283,64.0,84.0,74.958336,6.1305785,29.853966,12.544854,185.4671
20191222T0000,6.1205287,10.0505295,7.752197,67.0,84.0,76.416664,5.5887027,41.798775,26.70106,254.76021
20191223T0000,5.0305285,8.620529,6.3742795,74.0,85.0,81375,16.75064,34.80848,28.051382,272.3512
20191224T0000,4.8305287,11.960529,7.905529,71.0,83.0,76.833336,4.1046314,33.202072,20.315422,255.27052
20191225T0000,3.9305286,8.650529,6.615112,74.0,94.0,81.75,1.835647,34.746994,22.724371,266.49335
20191226T0000,2.3005285,8.280529,5.487612,64.0,93.0,80.083336,1.0182338,25.11758,11.871108,133.21628
20191227T0000,5.9505286,10.110529,7.626779,82.0,95.0,88125,1.8,23.084955,11.779256,296.07343
20191228T0000,1.6505287,7.0005283,4.206778,53.0,94.0,73.0,2.0364676,19.245697,12.533061,92.009544
20191229T0000,-0.52947134,4.2305284,1.2938619,40.0,83.0,62.541668,1.609969,13.905509,7.1834583,103.36859
20191230T0000,0.44052866,7.7605286,3.6305292,41.0,69.0,54.25,0.35999998,10.009036,5.159479,128.56526
20191231T0000,1.4905287,8.560529,5.0771947,50.0,89.0,70.541664,0.35999998,8.4963045,5.1921573,152.31165
20200101T0000,-0.30947134,6.9605284,2.9742787,64.0,86.0,76.5,0.35999998,10.390226,4.738462,108.17802
20200102T0000,1.5605286,8.090529,4.2776113,60.0,89.0,76.958336,3.219938,10.365251,6.460037,116.00026
20200103T0000,2.0405285,11.930529,6.9380283,56.0,88.0,76.916664,0.71999997,22.007162,13.623191,249.40182
20200104T0000,2.1905286,8.160529,5.7384453,59.0,95.0,79625,6.9527545,16.766108,13.170494,286.94647
20200105T0000,0.48052865,7.1005287,3.2592783,64.0,91.0,81.416664,0.8049845,12.979984,6.697565,101.11873
20200106T0000,-0.82947135,8.080529,3.1288621,59.0,88.0,72.583336,3.8939953,12.371645,8.301396,125.55067
20200107T0000,2.7405286,7.6905284,5.3959446,64.0,88.0,77.75,2.8116899,17.026896,9.088962,257.88397
20200108T0000,1.4605286,9.250529,5.765112,61.0,95.0,82.166664,1.1384199,8.891344,6.689139,115.39591
20200109T0000,8.8005295,13.200529,10.364278,35.0,82.0,64.208336,1.5273507,14.512064,7.638502,159.8822
20200110T0000,5.540529,11.010529,8.093446,52.0,88.0,70375,9.693296,29.723444,19.46067,249.90695
20200111T0000,2.1705287,8.280529,5.288445,63.0,90.0,80.0,1.8,12.605142,5.8561006,21.493652
20200112T0000,1.4005287,7.6405287,3.8892784,63.0,89.0,76375,0.35999998,7.386582,4.12048,146.7988
20200113T0000,3.2605286,10.290529,6.4551105,42.0,75.0,57375,3.396233,11.592894,7.373036,126.395515
20200114T0000,5.540529,13.410529,8.728863,45.0,67.0,52.75,4.0249224,16.267857,8.385321,167.88678
20200115T0000,4.5605288,13.3005295,7.634695,45.0,67.0,58.75,1.8,15.124284,8.610806,170.92204
20200116T0000,4.9505286,13.0505295,7.732195,53.0,82.0,70.541664,4.32,12.72283,9.421956,124.22527
20200117T0000,3.7705286,9.160529,5.891361,59.0,96.0,75.5,2.16,28.100763,11.72586,232.03793
20200118T0000,1.8705287,6.6305285,3.822612,62.0,88.0,78.166664,2.5959969,31.782108,14.178841,261.91547
20200119T0000,-0.59947133,5.0205283,1.0867786,65.0,96.0,85.083336,0.5091169,15.978486,6.0738454,9.008499
20200120T0000,-1.9094714,6.1005287,1.7067784,51.0,95.0,72125,1.4399999,26.758923,12.320853,70.428375
20200121T0000,-1.6494713,5.6105285,0.975112,52.0,89.0,73.333336,1.1384199,15.175612,6.2220035,81.11935
20200122T0000,-2.0194714,5.6505284,0.77261186,65.0,91.0,79.541664,1.484318,8.217153,4.75746,20.056091
20200123T0000,-1.3994713,4.3905287,1.0330286,60.0,93.0,74.708336,0.35999998,8.557102,3.1231015,33.690063
20200124T0000,2.3905284,10.810529,6.946363,62.0,78.0,70.25,1.0182338,8.557102,4.9040565,128.95245
20200125T0000,4.9705286,10.770529,7.8105283,60.0,86.0,77375,2.6208394,7.968939,5.28818,110.79411
20200126T0000,3.2405286,11.320529,6.8084455,63.0,80.0,70.75,3.0758414,11.983188,6.7960906,161.92998
20200127T0000,5.3205285,12.750529,8.554278,49.0,81.0,66.333336,4.68,34.897724,16.423563,215.97618
20200128T0000,3.8905284,8.090529,5.965529,67.0,84.0,73875,23.749088,38.936623,33.440113,255.64948
20200129T0000,2.8105285,7.4205284,5.095945,66.0,87.0,79.458336,10.587917,34.567497,23.564856,271.46786
20200130T0000,2.0705285,14.090529,7.9746947,44.0,87.0,71.916664,7.2,25.455843,14.5544615,212.66278
20200131T0000,9.200529,15.440529,11.984695,66.0,82.0,75.5,7.5942082,26.525429,16.627764,248.44975
20200201T0000,7.2805285,15.0505295,10.649696,55.0,88.0,76.958336,7.8625183,31.912327,17.612959,241.81961
20200202T0000,9.090529,15.490529,12.447196,72.0,82.0,76375,12.475961,39.86096,25.526983,248.63217
20200203T0000,11.380529,15.100529,13.225529,51.0,85.0,74.333336,16.279802,42.785507,31.348936,255.95032
20200204T0000,3.1705287,14.140529,5.601778,48.0,84.0,74125,19.319628,49.934998,32.174637,284.76227
20200205T0000,-0.50947136,5.5305285,2.632612,60.0,92.0,75.541664,2.9024127,18.514643,11.539795,318.57065
20200206T0000,-0.70947134,8.330529,3.448445,47.0,82.0,64.541664,1.08,11.792404,7.186622,93.37747
20200207T0000,-1.0194713,10.060529,3.517195,42.0,76.0,60.25,5.315336,14.578888,8.826911,110.42921
20200208T0000,1.0805286,11.810529,5.741362,49.0,79.0,59.458332,1.484318,10.08,7.0439606,128.81622
20200209T0000,4.0805287,12.310529,8.580945,42.0,80.0,62.0,3.396233,62.65448,27.393547,217.21577
20200210T0000,7.7005286,11.760529,9.258862,57.0,77.0,67.333336,20.380579,65.44677,47.890514,254.17816
20200211T0000,3.8605285,7.8605285,5.5305285,62.0,80.0,72.083336,25.86494,52.204964,38.02232,269.84122
20200212T0000,2.3305285,7.3605285,4.656779,59.0,79.0,69.75,10.086427,34.22841,23.922674,255.96376
20200213T0000,1.5105287,11.100529,6.8184447,35.0,84.0,64.5,7.9526596,44.631287,26.249199,228.39346
20200214T0000,4.8505287,9.460529,6.958029,70.0,84.0,77.541664,4.510787,37.44,19.652498,264.22833
20200215T0000,3.4905286,13.730529,8.351362,37.0,85.0,65.583336,0.0,13.084402,6.66382,133.58153
20200216T0000,9.480529,17.940529,13.330529,32.0,59.0,46.75,2.5455842,28.775238,15.564464,207.52814
20200217T0000,6.5505285,12.600529,10.411778,52.0,86.0,72.083336,3.219938,24.84,14.634065,259.26825
20200218T0000,3.3605285,9.630529,6.1121955,49.0,84.0,68.416664,9.659814,21.96,16.580889,261.55722
20200219T0000,4.3405285,7.3405285,5.665528,57.0,80.0,70.791664,8.854829,33.190357,22.201035,260.81906
20200220T0000,3.9405286,13.310529,8.228444,53.0,79.0,66.583336,4.2136917,27.181787,11.591821,247.08377
20200221T0000,2.5005286,9.8005295,6.3230286,39.0,83.0,59.708332,5.315336,28.99062,12.119247,280773
20200222T0000,2.8805285,14.500529,8.695529,35.0,67.0,47.166668,1.08,22.782625,12.925064,258.01605
20200223T0000,9.070529,15.650529,12.541781,52.0,75.0,62.458332,13.084402,37.457306,26.631365,261.43878
20200224T0000,9.980529,16.680529,12.845528,50.0,85.0,67.583336,7.5942073,27.698952,17.724815,260.69962
20200225T0000,5.9705286,11.220529,9.00803,54.0,83.0,66875,14.869351,32.489876,24.14799,259.71762
20200226T0000,1.2005286,5.3005285,2.9326117,67.0,89.0,79.708336,25.56,45.79222,35.4621,273.03632
20200227T0000,0.60052866,9.840529,3.882612,50.0,89.0,74.041664,20.883102,53.78477,37.746643,253.34445
20200228T0000,0.09052865,9.750529,5.335112,30.0,93.0,57375,11.792404,32.491867,17.630915,247.88889
20200229T0000,7.7605286,14.540529,10.792614,43.0,82.0,56.708332,3.8268526,58.89604,27.518438,225.22705
20200301T0000,5.2805285,13.240529,8.659696,45.0,86.0,64125,11.966953,42.9729,25.487951,240.20293
20200302T0000,3.0305285,11.390529,6.640528,61.0,87.0,75.208336,8.217153,39.831684,17.76255,237.17798
20200303T0000,0.93052864,8.100529,4.7884455,47.0,87.0,68625,6.4799995,37.419224,20.710424,277.94638
20200304T0000,2.3605285,10.440529,6.7509456,46.0,90.0,64625,0.35999998,20.957443,10.754739,257.3106
20200305T0000,5.5705285,11.570529,8.031779,45.0,81.0,69.416664,8.891343,34.651752,21.628454,207.55281
20200306T0000,4.0305285,7.6405287,5.8955283,63.0,82.0,73.083336,20.150354,46.193764,33.951324,255.01483
20200307T0000,2.3105285,8.500529,5.1088614,54.0,84.0,70.25,6.193674,23.906818,14.808507,277.80377
20200308T0000,1.3705287,13.410529,7.7101116,48.0,85.0,63.833332,2.1897945,18.751125,8.27897,220.97516
20200309T0000,2.9505286,9.200529,6.742195,62.0,89.0,75.041664,7.127636,24.144165,16.415268,269.20822
20200310T0000,2.5005286,10.620529,7.3534465,66.0,85.0,76.666664,8.209263,20.969807,15.10073,225.76277
20200311T0000,9.510529,17.06053,12.985528,63.0,85.0,74.583336,5.692099,30.302078,18.162798,255.28114
20200312T0000,8.850529,16.610529,12.741364,55.0,87.0,72.916664,6.6087217,30.453527,19.349333,273.7834
20200313T0000,4.5905285,11.460529,8.177613,36.0,82.0,55.791668,3.5455887,21.542923,13.841451,282.3726
20200314T0000,4.8205285,12.140529,8.470111,43.0,67.0,55.5,1.484318,9.178235,5.4156785,42.247498
20200315T0000,1.3805287,16.40053,9.235112,38.0,91.0,61375,0.35999998,16.79314,9.00604,126.078285
20200316T0000,4.040529,17.270529,11.668446,37.0,85.0,55.583332,1.4399999,9.511088,4.7010775,117.37451
20200317T0000,9.510529,17.090528,13.214278,53.0,81.0,65.666664,1.9386592,10.829958,6.075668,333.8247
20200318T0000,8.3005295,18.87053,13.58928,52.0,98.0,73.541664,1.8,9.826088,4.912787,20.246628
20200319T0000,9.990529,19.020529,14.616364,52.0,90.0,69375,1.609969,5.4119864,4.0635333,94.48461
20200320T0000,10.910529,17.15053,13.365529,59.0,88.0,74.0,0.8049845,11.592895,5.2578397,200.51932
20200321T0000,5.0805287,10.720529,8.720946,64.0,96.0,79.75,1.4399999,23.40277,11.113952,23.8788
20200322T0000,0.37052867,11.940529,5.855528,27.0,76.0,52.583332,24.48,36.36,29.913767,89.79885
20200323T0000,-1.7494713,10.110529,3.2521956,20.0,45.0,33.291668,19.8,34.711544,26.584036,95.414246
20200324T0000,-1.0994713,9.900529,3.916362,25.0,49.0,36.041668,9.422101,33.12,22.297384,92.67289
20200325T0000,-2.4594715,10.160529,3.3376114,31.0,79.0,53125,1.5273507,27.551172,10.2820635,65.583145
20200326T0000,-1.2494713,11.690529,4.757612,35.0,79.0,57.291668,3.319036,17.992796,8.880892,33.388504
20200327T0000,0.73052865,13.590529,7.2517776,47.0,92.0,69375,0.8049845,16.516901,6.7525735,334.0453
20200328T0000,6.2105284,15.920529,10.625112,54.0,79.0,68.25,2.0991426,11.440979,5.898039,337.3062
20200329T0000,2.6405284,7.6405287,4.3676124,71.0,89.0,79.791664,5.8603754,28.387545,19.91648,352.0269
20200330T0000,-0.08947134,9.560529,4.5542793,28.0,73.0,50.333332,2.0991426,32.571545,21.405603,59.555176
20200331T0000,-2.2594714,10.820529,4.048445,32.0,70.0,49.333332,1.609969,23.78453,12.047055,79.1179
20200401T0000,-1.5794713,11.630529,5.2209454,34.0,71.0,53.583332,0.5091169,10.538843,5.3575273,360.0
20200402T0000,3.6005285,14.110529,8.576779,38.0,64.0,52875,0.71999997,18.079027,8.092025,272.73248
20200403T0000,3.5805285,12.790529,8.464696,42.0,70.0,56.208332,0.71999997,12.979984,6.810917,319.11395
20200404T0000,4.4905286,16.850529,10.570946,37.0,77.0,58625,0.35999998,13.849477,6.4602857,96.83616
20200405T0000,5.1005287,19.580528,12.548028,34.0,74.0,54.291668,6.130579,14.336861,9.155831,108.151146
20200406T0000,8.650529,20.260529,14.593445,40.0,71.0,54125,0.5091169,9.0,4.565396,122.735214
20200407T0000,11.380529,22.47053,16.24678,29.0,68.0,51.333332,2.9024127,22.007162,10.070581,102.39013
20200408T0000,10.420529,22.350529,16.552195,33.0,61.0,47.833332,1.0182338,11.252519,6.3055744,245.82643
20200409T0000,12.710529,22.29053,17.44678,37.0,63.0,49.0,1.1384199,8.78872,5.4763007,116.085594
20200410T0000,8.450529,23.080528,16.633444,31.0,79.0,54.208332,0.8049845,11.090103,5.5301914,82.900085
20200411T0000,9.120529,22.760529,16.92636,35.0,88.0,55.916668,1.0182338,9.885262,6.3405232,82.374596
20200412T0000,11.8005295,22.600529,17.847612,33.0,68.0,48.958332,1.08,7.7879906,5.3511295,263.48022
20200413T0000,9.320529,21.57053,15.790114,27.0,61.0,47.541668,0.5091169,26.27753,11.055595,349.92755
20200414T0000,0.60052866,12.830529,7.940945,32.0,74.0,45.75,1.8,15.542662,8.956704,52.206062
20200415T0000,0.68052864,19.680529,11.034279,24.0,61.0,41.166668,5.1919937,16.676977,10.500961,108.945305
20200416T0000,9.660529,22.580528,16.466364,38.0,69.0,46875,2.5455842,7.9036193,5.074779,116.146835
20200417T0000,13.660529,23.80053,19.094696,34.0,72.0,51.458332,0.8049845,5.95906,3.4030876,98.82974
20200418T0000,15.680529,22.330528,19.08928,44.0,68.0,54125,2.8799999,12.964998,7.935034,264.0898
20200419T0000,12.200529,23.31053,17.777613,41.0,86.0,62.0,1.484318,16.263872,7.9757667,64.96718
20200420T0000,8.850529,21.340528,15.457196,44.0,94.0,64.0,3.0547013,24.48,13.623604,83.9559
20200421T0000,9.920529,22.440529,15.403861,40.0,64.0,51.166668,1.2979984,24.119999,10.582393,84.53698
20200422T0000,7.0105286,21.750528,14.710946,40.0,70.0,52.958332,4.3349743,14.618837,9.703278,81.56648
20200423T0000,8.900529,21.97053,16.11178,32.0,76.0,50.791668,1.835647,12.879752,7.3157144,73.84266
